sl,token_index,reading,form,lemma,pos,morph,gloss
600,4,ἐπήνεγκας γὰρ αὐτοῦ καὶ μάστιγας τῷ σώματι,καὶ,καί,conj,coord conj,also
600,5,ἐπήνεγκας γὰρ αὐτοῦ καὶ μάστιγας τῷ σώματι,μάστιγας,μάστιξ,noun,acc pl f,scourges
600,6,ἐπήνεγκας γὰρ αὐτοῦ καὶ μάστιγας τῷ σώματι,τῷ,ὁ,art,dat sg n,to the
600,7,ἐπήνεγκας γὰρ αὐτοῦ καὶ μάστιγας τῷ σώματι,σώματι,σῶμα,noun,dat sg n,body
601,1,καὶ ἄκανθαν τῇ κεφαλῇ αὐτοῦ,καὶ,καί,conj,coord conj,and
601,2,καὶ ἄκανθαν τῇ κεφαλῇ αὐτοῦ,ἄκανθαν,ἄκανθα,noun,acc sg f,thorn
601,3,καὶ ἄκανθαν τῇ κεφαλῇ αὐτοῦ,τῇ,ὁ,art,dat sg f,to the
601,4,καὶ ἄκανθαν τῇ κεφαλῇ αὐτοῦ,κεφαλῇ,κεφαλή,noun,dat sg f,head
601,5,καὶ ἄκανθαν τῇ κεφαλῇ αὐτοῦ,αὐτοῦ,αὐτός,pron,gen sg m/n,his
602,1,καὶ τὰς καλὰς αὐτοῦ χεῖρας ἔδησας,καὶ,καί,conj,coord conj,and
602,2,καὶ τὰς καλὰς αὐτοῦ χεῖρας ἔδησας,τὰς,ὁ,art,acc pl f,the
602,3,καὶ τὰς καλὰς αὐτοῦ χεῖρας ἔδησας,καλὰς,καλός,adj,acc pl f,beautiful
602,4,καὶ τὰς καλὰς αὐτοῦ χεῖρας ἔδησας,αὐτοῦ,αὐτός,pron,gen sg m/n,his
602,5,καὶ τὰς καλὰς αὐτοῦ χεῖρας ἔδησας,χεῖρας,χείρ,noun,acc pl f,hands
602,6,καὶ τὰς καλὰς αὐτοῦ χεῖρας ἔδησας,ἔδησας,δέω,verb,aor act ind 2sg,you bound
603,1,αἵ σε ἔπλασαν ἀπὸ γῆς,αἵ,ὅς,pron,rel pron nom pl f,which
603,2,αἵ σε ἔπλασαν ἀπὸ γῆς,σε,σύ,pron,acc sg 2nd,you
603,3,αἵ σε ἔπλασαν ἀπὸ γῆς,ἔπλασαν,πλάσσω,verb,aor act ind 3pl,formed
603,4,αἵ σε ἔπλασαν ἀπὸ γῆς,ἀπὸ,ἀπό,prep,+gen,from
603,5,αἵ σε ἔπλασαν ἀπὸ γῆς,γῆς,γῆ,noun,gen sg f,earth
604,1,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,καὶ,καί,conj,coord conj,and
604,2,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,τὸ,ὁ,art,acc sg n,the
604,3,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,καλὸν,καλός,adj,acc sg n,good; beautiful
604,4,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,αὐτοῦ,αὐτός,pron,gen sg m/n,his
604,5,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,ἐκεῖνο,ἐκεῖνος,pron,dem pron acc sg n,that
604,6,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,στόμα,στόμα,noun,acc sg n,mouth
604,7,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,τὸ,ὁ,art,acc sg n,the
604,8,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,ψωμίσαν,ψωμίζω,ptcp,aor act ptcp acc sg n,having fed
604,9,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,σε,σύ,pron,acc sg 2nd,you
604,10,καὶ τὸ καλὸν αὐτοῦ ἐκεῖνο στόμα τὸ ψωμίσαν σε ζωὴν,ζωὴν,ζωή,noun,acc sg f,life
605,1,ἐψώμισας χολήν.,ἐψώμισας,ψωμίζω,verb,aor act ind 2sg,you fed
605,2,ἐψώμισας χολήν.,χολήν,χολή,noun,acc sg f,gall
606,1,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,καὶ,καί,conj,coord conj,and
606,2,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,ἀπέκτεινας,ἀποκτείνω,verb,aor act ind 2sg,you killed
606,3,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,σου,σύ,pron,gen sg 2nd,your
606,4,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,τὸν,ὁ,art,acc sg m,the
606,5,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,κύριον,κύριος,noun,acc sg m,Lord
606,6,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,ἐν,ἐν,prep,+dat,in
606,7,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,τῇ,ὁ,art,dat sg f,the
606,8,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,μεγάλῃ,μέγας,adj,dat sg f,great
606,9,καὶ ἀπέκτεινας σου τὸν κύριον ἐν τῇ μεγάλῃ ἑορτῇ.,ἑορτῇ,ἑορτή,noun,dat sg f,feast
607,1,"καὶ σὺ μὲν ἦσθα εὐφραινόμενος,",καὶ,καί,conj,coord conj,and
607,2,"καὶ σὺ μὲν ἦσθα εὐφραινόμενος,",σὺ,σύ,pron,nom sg 2nd,you
607,3,"καὶ σὺ μὲν ἦσθα εὐφραινόμενος,",μὲν,μέν,ptcl,postpos ptcl,indeed
607,4,"καὶ σὺ μὲν ἦσθα εὐφραινόμενος,",ἦσθα,εἰμί,verb,impf act ind 2sg,you were
607,5,"καὶ σὺ μὲν ἦσθα εὐφραινόμενος,",εὐφραινόμενος,εὐφραίνω,ptcp,pres mp ptcp nom sg m,rejoicing
608,1,ἐκεῖνος δὲ λιμώττων,ἐκεῖνος,ἐκεῖνος,pron,dem pron nom sg m,that one
608,2,ἐκεῖνος δὲ λιμώττων,δὲ,δέ,ptcl,postpos advrs ptcl,but
608,3,ἐκεῖνος δὲ λιμώττων,λιμώττων,λιμώττω,ptcp,pres act ptcp nom sg m,being hungry
609,1,"σὺ ἔπινες οἶνον καὶ ἄρτον ἤσθιες,",σὺ,σύ,pron,nom sg 2nd,you
609,2,"σὺ ἔπινες οἶνον καὶ ἄρτον ἤσθιες,",ἔπινες,πίνω,verb,impf act ind 2sg,were drinking
609,3,"σὺ ἔπινες οἶνον καὶ ἄρτον ἤσθιες,",οἶνον,οἶνος,noun,acc sg m,wine
609,4,"σὺ ἔπινες οἶνον καὶ ἄρτον ἤσθιες,",καὶ,καί,conj,coord conj,and
609,5,"σὺ ἔπινες οἶνον καὶ ἄρτον ἤσθιες,",ἄρτον,ἄρτος,noun,acc sg m,bread
609,6,"σὺ ἔπινες οἶνον καὶ ἄρτον ἤσθιες,",ἤσθιες,ἐσθίω,verb,impf act ind 2sg,were eating
610,1,ἐκεῖνος δὲ ὄξος καὶ χολήν,ἐκεῖνος,ἐκεῖνος,pron,dem pron nom sg m,that one
610,2,ἐκεῖνος δὲ ὄξος καὶ χολήν,δὲ,δέ,ptcl,postpos advrs ptcl,but
610,3,ἐκεῖνος δὲ ὄξος καὶ χολήν,ὄξος,ὄξος,noun,acc sg n,vinegar
610,4,ἐκεῖνος δὲ ὄξος καὶ χολήν,καὶ,καί,conj,coord conj,and
610,5,ἐκεῖνος δὲ ὄξος καὶ χολήν,χολήν,χολή,noun,acc sg f,gall
612,1,"σὺ ἦσθα φαιδρὸς τῷ προσώπῳ,",σὺ,σύ,pron,nom sg 2nd,you
612,2,"σὺ ἦσθα φαιδρὸς τῷ προσώπῳ,",ἦσθα,εἰμί,verb,impf act ind 2sg,you were
612,3,"σὺ ἦσθα φαιδρὸς τῷ προσώπῳ,",φαιδρὸς,φαιδρός,adj,nom sg m,bright; cheerful
612,4,"σὺ ἦσθα φαιδρὸς τῷ προσώπῳ,",τῷ,ὁ,art,dat sg n,the
612,5,"σὺ ἦσθα φαιδρὸς τῷ προσώπῳ,",προσώπῳ,πρόσωπον,noun,dat sg n,face; countenance
613,1,ἐκεῖνος δὲ ἐσκυθρώπαζεν.,ἐκεῖνος,ἐκεῖνος,pron,nom sg m,that one
613,2,ἐκεῖνος δὲ ἐσκυθρώπαζεν.,δὲ,δέ,ptcl,postpos advrs ptcl,but
613,3,ἐκεῖνος δὲ ἐσκυθρώπαζεν.,ἐσκυθρώπαζεν,σκυθρωπάζω,verb,impf act ind 3sg,was gloomy; was downcast
614,1,"σὺ ἦσθα ἀγαλλιώμενος,",σὺ,σύ,pron,nom sg 2nd,you
614,2,"σὺ ἦσθα ἀγαλλιώμενος,",ἦσθα,εἰμί,verb,impf act ind 2sg,you were
614,3,"σὺ ἦσθα ἀγαλλιώμενος,",ἀγαλλιώμενος,ἀγαλλιάω,ptcp,pres mp ptcp nom sg m,rejoicing; exulting
615,1,ἐκεῖνος δὲ ἐθλίβετο.,ἐκεῖνος,ἐκεῖνος,pron,nom sg m,that one
615,2,ἐκεῖνος δὲ ἐθλίβετο.,δὲ,δέ,ptcl,postpos advrs ptcl,but
615,3,ἐκεῖνος δὲ ἐθλίβετο.,ἐθλίβετο,θλίβω,verb,impf mp ind 3sg,was afflicted; was oppressed
616,1,"σὺ ἔψαλλες,",σὺ,σύ,pron,nom sg 2nd,you
616,2,"σὺ ἔψαλλες,",ἔψαλλες,ψάλλω,verb,impf act ind 2sg,you sang; you played
617,1,ἐκεῖνος δὲ ἐκρίνετο.,ἐκεῖνος,ἐκεῖνος,pron,nom sg m,that one
617,2,ἐκεῖνος δὲ ἐκρίνετο.,δὲ,δέ,ptcl,postpos advrs ptcl,but
617,3,ἐκεῖνος δὲ ἐκρίνετο.,ἐκρίνετο,κρίνω,verb,impf mp ind 3sg,was judged; was condemned
618,1,"σὺ ἐκέλευες,",σὺ,σύ,pron,nom sg 2nd,you
618,2,"σὺ ἐκέλευες,",ἐκέλευες,κελεύω,verb,impf act ind 2sg,you ordered
619,1,ἐκεῖνος δὲ προσηλοῦτο.,ἐκεῖνος,ἐκεῖνος,pron,nom sg m,that one
619,2,ἐκεῖνος δὲ προσηλοῦτο.,δὲ,δέ,ptcl,postpos advrs ptcl,but
619,3,ἐκεῖνος δὲ προσηλοῦτο.,προσηλοῦτο,προσηλόω,verb,impf mp ind 3sg,was being nailed up
620,1,"σὺ ἐχόρευες,",σὺ,σύ,pron,nom sg 2nd,you
620,2,"σὺ ἐχόρευες,",ἐχόρευες,χορεύω,verb,impf act ind 2sg,you danced
621,1,ἐκεῖνος δὲ ἐθάπτετο.,ἐκεῖνος,ἐκεῖνος,pron,nom sg m,that one
621,2,ἐκεῖνος δὲ ἐθάπτετο.,δὲ,δέ,ptcl,postpos advrs ptcl,but
621,3,ἐκεῖνος δὲ ἐθάπτετο.,ἐθάπτετο,θάπτω,verb,impf mp ind 3sg,was being buried
622,1,σὺ μὲν ἐπὶ στρωμνῆς μαλακῆς ἦσθα κατακείμενος,σὺ,σύ,pron,nom sg 2nd,you
622,2,σὺ μὲν ἐπὶ στρωμνῆς μαλακῆς ἦσθα κατακείμενος,μὲν,μέν,ptcl,correlative ptcl,indeed
622,3,σὺ μὲν ἐπὶ στρωμνῆς μαλακῆς ἦσθα κατακείμενος,ἐπὶ,ἐπί,prep,+gen,on
622,4,σὺ μὲν ἐπὶ στρωμνῆς μαλακῆς ἦσθα κατακείμενος,στρωμνῆς,στρωμνή,noun,gen sg f,bed; mattress
622,5,σὺ μὲν ἐπὶ στρωμνῆς μαλακῆς ἦσθα κατακείμενος,μαλακῆς,μαλακός,adj,gen sg f,soft
622,6,σὺ μὲν ἐπὶ στρωμνῆς μαλακῆς ἦσθα κατακείμενος,ἦσθα,εἰμί,verb,impf act ind 2sg,you were
622,7,σὺ μὲν ἐπὶ στρωμνῆς μαλακῆς ἦσθα κατακείμενος,κατακείμενος,κατάκειμαι,ptcp,pres mp ptcp nom sg m,lying down
623,1,ἐκεῖνος δὲ ἐν τάφῳ καὶ σορῷ.,ἐκεῖνος,ἐκεῖνος,pron,nom sg m,that one
623,2,ἐκεῖνος δὲ ἐν τάφῳ καὶ σορῷ.,δὲ,δέ,ptcl,postpos advrs ptcl,but
623,3,ἐκεῖνος δὲ ἐν τάφῳ καὶ σορῷ.,ἐν,ἐν,prep,+dat,in
623,4,ἐκεῖνος δὲ ἐν τάφῳ καὶ σορῷ.,τάφῳ,τάφος,noun,dat sg m,grave; tomb
623,5,ἐκεῖνος δὲ ἐν τάφῳ καὶ σορῷ.,καὶ,καί,conj,coord conj,and
623,6,ἐκεῖνος δὲ ἐν τάφῳ καὶ σορῷ.,σορῷ,σορός,noun,dat sg m,bier; coffin
625,1,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",Ὦ,ὦ,intj,voc,O
625,2,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",Ἰσραὴλ,Ἰσραήλ,propn,voc indecl,Israel
625,3,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",παράνομε,παράνομος,adj,voc sg m,lawless
625,4,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",τί,τίς,pron,acc sg n,what
625,5,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",τοῦτο,οὗτος,pron,dem pron acc sg n,this
625,6,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",ἀπηργάσω,ἀπεργάζομαι,verb,aor mid ind 2sg,you wrought; you committed
625,7,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",τὸ,ὁ,art,acc sg n,the
625,8,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",καινὸν,καινός,adj,acc sg n,new
625,9,"Ὦ Ἰσραὴλ παράνομε, τί τοῦτο ἀπηργάσω τὸ καινὸν ἀδίκημα,",ἀδίκημα,ἀδίκημα,noun,acc sg n,wrong; crime
626,1,"καινοῖς ἐμβαλών σου τὸν κύριον πάθεσιν,",καινοῖς,καινός,adj,dat pl n,new
626,2,"καινοῖς ἐμβαλών σου τὸν κύριον πάθεσιν,",ἐμβαλών,ἐμβάλλω,ptcp,aor act ptcp nom sg m,having thrown into; having subjected
626,3,"καινοῖς ἐμβαλών σου τὸν κύριον πάθεσιν,",σου,σύ,pron,gen sg 2nd,your
626,4,"καινοῖς ἐμβαλών σου τὸν κύριον πάθεσιν,",τὸν,ὁ,art,acc sg m,the
626,5,"καινοῖς ἐμβαλών σου τὸν κύριον πάθεσιν,",κύριον,κύριος,noun,acc sg m,Lord
626,6,"καινοῖς ἐμβαλών σου τὸν κύριον πάθεσιν,",πάθεσιν,πάθος,noun,dat pl n,sufferings; passions
627,1,"τὸν δεσπότην σου,",τὸν,ὁ,art,acc sg m,the
627,2,"τὸν δεσπότην σου,",δεσπότην,δεσπότης,noun,acc sg m,master; lord
627,3,"τὸν δεσπότην σου,",σου,σύ,pron,gen sg 2nd,your
628,1,"τὸν πλάσαντά σε,",τὸν,ὁ,art,acc sg m,the
628,2,"τὸν πλάσαντά σε,",πλάσαντά,πλάσσω,ptcp,aor act ptcp acc sg m,having formed
628,3,"τὸν πλάσαντά σε,",σε,σύ,pron,acc sg 2nd,you
629,1,"τὸν ποιήσαντά σε,",τὸν,ὁ,art,acc sg m,the
629,2,"τὸν ποιήσαντά σε,",ποιήσαντά,ποιέω,ptcp,aor act ptcp acc sg m,having made
629,3,"τὸν ποιήσαντά σε,",σε,σύ,pron,acc sg 2nd,you
630,1,"τὸν τιμήσαντά σε,",τὸν,ὁ,art,acc sg m,the
630,2,"τὸν τιμήσαντά σε,",τιμήσαντά,τιμάω,ptcp,aor act ptcp acc sg m,having honored
630,3,"τὸν τιμήσαντά σε,",σε,σύ,pron,acc sg 2nd,you
631,1,τὸν Ἰσραήλ σε καλέσαντα;,τὸν,ὁ,art,acc sg m,the
631,2,τὸν Ἰσραήλ σε καλέσαντα;,Ἰσραήλ,Ἰσραήλ,propn,acc sg indecl,Israel
631,3,τὸν Ἰσραήλ σε καλέσαντα;,σε,σύ,pron,acc sg 2nd,you
631,4,τὸν Ἰσραήλ σε καλέσαντα;,καλέσαντα,καλέω,ptcp,aor act ptcp acc sg m,having called
632,1,σὺ δὲ Ἰσραὴλ οὐχ εὑρέθης.,σὺ,σύ,pron,nom sg 2nd,you
632,2,σὺ δὲ Ἰσραὴλ οὐχ εὑρέθης.,δὲ,δέ,ptcl,postpos advrs ptcl,but
632,3,σὺ δὲ Ἰσραὴλ οὐχ εὑρέθης.,Ἰσραὴλ,Ἰσραήλ,propn,voc indecl,Israel
632,4,σὺ δὲ Ἰσραὴλ οὐχ εὑρέθης.,οὐχ,οὐ,ptcl,neg ptcl,not
632,5,σὺ δὲ Ἰσραὴλ οὐχ εὑρέθης.,εὑρέθης,εὑρίσκω,verb,aor pass ind 2sg,you were found
633,1,"οὐ γὰρ εἶδες τὸν θεόν,",οὐ,οὐ,ptcl,neg ptcl,not
633,2,"οὐ γὰρ εἶδες τὸν θεόν,",γὰρ,γάρ,ptcl,postpos expl ptcl,for
633,3,"οὐ γὰρ εἶδες τὸν θεόν,",εἶδες,ὁράω,verb,aor act ind 2sg,you saw
633,4,"οὐ γὰρ εἶδες τὸν θεόν,",τὸν,ὁ,art,acc sg m,the
633,5,"οὐ γὰρ εἶδες τὸν θεόν,",θεόν,θεός,noun,acc sg m,God
634,1,οὐκ ἐνόησας τὸν κύριον.,οὐκ,οὐ,ptcl,neg ptcl,not
634,2,οὐκ ἐνόησας τὸν κύριον.,ἐνόησας,νοέω,verb,aor act ind 2sg,you understood
634,3,οὐκ ἐνόησας τὸν κύριον.,τὸν,ὁ,art,acc sg m,the
634,4,οὐκ ἐνόησας τὸν κύριον.,κύριον,κύριος,noun,acc sg m,Lord
635,1,"οὐκ ἤδεις, ὦ Ἰσραήλ,",οὐκ,οὐ,ptcl,neg ptcl,not
635,2,"οὐκ ἤδεις, ὦ Ἰσραήλ,",ἤδεις,οἶδα,verb,impf act ind 2sg,you knew
635,3,"οὐκ ἤδεις, ὦ Ἰσραήλ,",ὦ,ὦ,intj,voc,O
635,4,"οὐκ ἤδεις, ὦ Ἰσραήλ,",Ἰσραήλ,Ἰσραήλ,propn,voc indecl,Israel
636,1,"ὅτι οὗτός ἐστιν ὁ πρωτότοκος τοῦ θεοῦ,",ὅτι,ὅτι,conj,subord conj,that
636,2,"ὅτι οὗτός ἐστιν ὁ πρωτότοκος τοῦ θεοῦ,",οὗτός,οὗτος,pron,dem pron nom sg m,this one
636,3,"ὅτι οὗτός ἐστιν ὁ πρωτότοκος τοῦ θεοῦ,",ἐστιν,εἰμί,verb,pres act ind 3sg,is
636,4,"ὅτι οὗτός ἐστιν ὁ πρωτότοκος τοῦ θεοῦ,",ὁ,ὁ,art,nom sg m,the
636,5,"ὅτι οὗτός ἐστιν ὁ πρωτότοκος τοῦ θεοῦ,",πρωτότοκος,πρωτότοκος,adj,nom sg m,firstborn
636,6,"ὅτι οὗτός ἐστιν ὁ πρωτότοκος τοῦ θεοῦ,",τοῦ,ὁ,art,gen sg m,of the
636,7,"ὅτι οὗτός ἐστιν ὁ πρωτότοκος τοῦ θεοῦ,",θεοῦ,θεός,noun,gen sg m,God
637,1,"ὁ πρὸ ἑωσφόρου γεννηθείς,",ὁ,ὁ,art,nom sg m,the
637,2,"ὁ πρὸ ἑωσφόρου γεννηθείς,",πρὸ,πρό,prep,+gen,before
637,3,"ὁ πρὸ ἑωσφόρου γεννηθείς,",ἑωσφόρου,ἑωσφόρος,noun,gen sg m,morning star; dawn-bringer
637,4,"ὁ πρὸ ἑωσφόρου γεννηθείς,",γεννηθείς,γεννάω,ptcp,aor pass ptcp nom sg m,having been begotten
638,1,"ὁ τὸ φῶς ἐπανθίσας,",ὁ,ὁ,art,nom sg m,the
638,2,"ὁ τὸ φῶς ἐπανθίσας,",τὸ,ὁ,art,acc sg n,the
638,3,"ὁ τὸ φῶς ἐπανθίσας,",φῶς,φῶς,noun,acc sg n,light
638,4,"ὁ τὸ φῶς ἐπανθίσας,",ἐπανθίσας,ἐπανθίζω,ptcp,aor act ptcp nom sg m,having made bloom; having adorned
639,1,"ὁ τὴν ἡμέραν λαμπρύνας,",ὁ,ὁ,art,nom sg m,the
639,2,"ὁ τὴν ἡμέραν λαμπρύνας,",τὴν,ὁ,art,acc sg f,the
639,3,"ὁ τὴν ἡμέραν λαμπρύνας,",ἡμέραν,ἡμέρα,noun,acc sg f,day
639,4,"ὁ τὴν ἡμέραν λαμπρύνας,",λαμπρύνας,λαμπρύνω,ptcp,aor act ptcp nom sg m,having made bright
640,1,ὁ τὸ σκότος διακρίνας.,ὁ,ὁ,art,nom sg m,the
640,2,ὁ τὸ σκότος διακρίνας.,τὸ,ὁ,art,acc sg n,the
640,3,ὁ τὸ σκότος διακρίνας.,σκότος,σκότος,noun,acc sg n,darkness
640,4,ὁ τὸ σκότος διακρίνας.,διακρίνας,διακρίνω,ptcp,aor act ptcp nom sg m,having distinguished; separated
642,1,"ὁ τὴν πρώτην βαλβῖδα πήξας,",ὁ,ὁ,art,nom sg m,the
642,2,"ὁ τὴν πρώτην βαλβῖδα πήξας,",τὴν,ὁ,art,acc sg f,the
642,3,"ὁ τὴν πρώτην βαλβῖδα πήξας,",πρώτην,πρῶτος,adj,acc sg f,first
642,4,"ὁ τὴν πρώτην βαλβῖδα πήξας,",βαλβῖδα,βαλβίς,noun,acc sg f,base; foundation
642,5,"ὁ τὴν πρώτην βαλβῖδα πήξας,",πήξας,πήγνυμι,ptcp,aor act ptcp nom sg m,having fixed
643,1,"ὁ κρεμάσας τὴν γῆν,",ὁ,ὁ,art,nom sg m,the
643,2,"ὁ κρεμάσας τὴν γῆν,",κρεμάσας,κρεμάννυμι,ptcp,aor act ptcp nom sg m,having hung
643,3,"ὁ κρεμάσας τὴν γῆν,",τὴν,ὁ,art,acc sg f,the
643,4,"ὁ κρεμάσας τὴν γῆν,",γῆν,γῆ,noun,acc sg f,earth
644,1,"ὁ σβέσας ἄβυσσον,",ὁ,ὁ,art,nom sg m,the
644,2,"ὁ σβέσας ἄβυσσον,",σβέσας,σβέννυμι,ptcp,aor act ptcp nom sg m,having quenched
644,3,"ὁ σβέσας ἄβυσσον,",ἄβυσσον,ἄβυσσος,noun,acc sg f,abyss
645,1,"ὁ ἐκτείνας τὸ στερέωμα,",ὁ,ὁ,art,nom sg m,the
645,2,"ὁ ἐκτείνας τὸ στερέωμα,",ἐκτείνας,ἐκτείνω,ptcp,aor act ptcp nom sg m,having stretched out
645,3,"ὁ ἐκτείνας τὸ στερέωμα,",τὸ,ὁ,art,acc sg n,the
645,4,"ὁ ἐκτείνας τὸ στερέωμα,",στερέωμα,στερέωμα,noun,acc sg n,firmament
646,1,"ὁ κοσμήσας τὸν κόσμον,",ὁ,ὁ,art,nom sg m,the
646,2,"ὁ κοσμήσας τὸν κόσμον,",κοσμήσας,κοσμέω,ptcp,aor act ptcp nom sg m,having adorned; ordered
646,3,"ὁ κοσμήσας τὸν κόσμον,",τὸν,ὁ,art,acc sg m,the
646,4,"ὁ κοσμήσας τὸν κόσμον,",κόσμον,κόσμος,noun,acc sg m,world; cosmos
647,1,"ὁ τοὺς ἐν οὐρανῷ ἁρμόσας ἀστέρας,",ὁ,ὁ,art,nom sg m,the
647,2,"ὁ τοὺς ἐν οὐρανῷ ἁρμόσας ἀστέρας,",τοὺς,ὁ,art,acc pl m,the
647,3,"ὁ τοὺς ἐν οὐρανῷ ἁρμόσας ἀστέρας,",ἐν,ἐν,prep,+dat,in
647,4,"ὁ τοὺς ἐν οὐρανῷ ἁρμόσας ἀστέρας,",οὐρανῷ,οὐρανός,noun,dat sg m,heaven
647,5,"ὁ τοὺς ἐν οὐρανῷ ἁρμόσας ἀστέρας,",ἁρμόσας,ἁρμόζω,ptcp,aor act ptcp nom sg m,having fitted; arranged
647,6,"ὁ τοὺς ἐν οὐρανῷ ἁρμόσας ἀστέρας,",ἀστέρας,ἀστήρ,noun,acc pl m,stars
648,1,"ὁ τοὺς φωστῆρας λαμπρύνας,",ὁ,ὁ,art,nom sg m,the
648,2,"ὁ τοὺς φωστῆρας λαμπρύνας,",τοὺς,ὁ,art,acc pl m,the
648,3,"ὁ τοὺς φωστῆρας λαμπρύνας,",φωστῆρας,φωστήρ,noun,acc pl m,luminaries
648,4,"ὁ τοὺς φωστῆρας λαμπρύνας,",λαμπρύνας,λαμπρύνω,ptcp,aor act ptcp nom sg m,having brightened
649,1,"ὁ τοὺς ἐν οὐρανῷ ποιήσας ἀγγέλους,",ὁ,ὁ,art,nom sg m,the
649,2,"ὁ τοὺς ἐν οὐρανῷ ποιήσας ἀγγέλους,",τοὺς,ὁ,art,acc pl m,the
649,3,"ὁ τοὺς ἐν οὐρανῷ ποιήσας ἀγγέλους,",ἐν,ἐν,prep,+dat,in
649,4,"ὁ τοὺς ἐν οὐρανῷ ποιήσας ἀγγέλους,",οὐρανῷ,οὐρανός,noun,dat sg m,heaven
649,5,"ὁ τοὺς ἐν οὐρανῷ ποιήσας ἀγγέλους,",ποιήσας,ποιέω,ptcp,aor act ptcp nom sg m,having made
649,6,"ὁ τοὺς ἐν οὐρανῷ ποιήσας ἀγγέλους,",ἀγγέλους,ἄγγελος,noun,acc pl m,angels
650,1,"ὃ τοὺς ἐκεῖ πήξας θρόνους,",ὁ,ὁ,art,nom sg m,the
650,2,"ὃ τοὺς ἐκεῖ πήξας θρόνους,",τοὺς,ὁ,art,acc pl m,the
650,3,"ὃ τοὺς ἐκεῖ πήξας θρόνους,",ἐκεῖ,ἐκεῖ,adv,adv,there
650,4,"ὃ τοὺς ἐκεῖ πήξας θρόνους,",πήξας,πήγνυμι,ptcp,aor act ptcp nom sg m,having fixed
650,5,"ὃ τοὺς ἐκεῖ πήξας θρόνους,",θρόνους,θρόνος,noun,acc pl m,thrones
651,1,ὁ τὸν ἐπὶ γῆς ἀναπλασάμενος ἄνθρωπον.,ὁ,ὁ,art,nom sg m,the
651,2,ὁ τὸν ἐπὶ γῆς ἀναπλασάμενος ἄνθρωπον.,τὸν,ὁ,art,acc sg m,the
651,3,ὁ τὸν ἐπὶ γῆς ἀναπλασάμενος ἄνθρωπον.,ἐπὶ,ἐπί,prep,+dat,on
651,4,ὁ τὸν ἐπὶ γῆς ἀναπλασάμενος ἄνθρωπον.,γῆς,γῆ,noun,gen sg f,earth
651,5,ὁ τὸν ἐπὶ γῆς ἀναπλασάμενος ἄνθρωπον.,ἀναπλασάμενος,ἀναπλάσσω,ptcp,aor mid ptcp nom sg m,having fashioned anew
651,6,ὁ τὸν ἐπὶ γῆς ἀναπλασάμενος ἄνθρωπον.,ἄνθρωπον,ἄνθρωπος,noun,acc sg m,man
